date,SO2_OesteAvdaArgentina,SO2_EsteAvdaCastilla,NO2_OesteAvdaArgentina,NO_EsteAvdaCastilla,NO2_OesteAvdaArgentina,NO2_EsteAvdaCastilla,CO_OesteAvdaArgentina,CO_EsteAvdaCastilla,PM10_OesteAvdaArgentina,PM10_EsteAvdaCastilla,O3_OesteAvdaArgentina,O3_EsteAvdaCastilla,SO2_GijonGlobal,NO_GijonGlobal,NO2_GijonGlobal,CO_GijonGlobal,PM10_GijonGlobal,O3_GijonGlobal
2020-03-19,4.0,6.0,58.0,4.0,58.0,11.0,0.44,0.38,49.0,47.0,55.0,64.0,22.0,21.0,61.0,1.33,58.0,83.0
2022-08-08,2.0,3.75,44.0,6.0,44.0,23.5,0.26,0.255,61.0,36.75,95.0,90.5,6.0,26.0,64.0,0.36,61.0,101.0
2019-07-09,2.0,3.0,43.0,20.0,43.0,44.0,1.55,0.75,50.0,34.0,70.0,76.0,32.0,33.0,51.0,1.55,61.0,82.0
2019-09-27,17.0,5.0,41.0,13.0,41.0,37.0,6.11,0.46,71.0,99.0,68.0,56.0,35.0,37.0,54.0,6.11,99.0,70.0
2019-04-14,20.0,8.0,47.0,15.0,47.0,44.0,5.07,0.81,52.0,44.0,88.0,80.0,20.0,20.0,54.0,5.07,52.0,88.0
2022-11-19,7.0,2.0,22.0,5.0,22.0,29.0,0.77,0.22,40.0,24.0,65.0,35.0,7.0,11.0,44.0,0.77,40.0,79.0
2020-08-10,2.0,5.0,31.0,7.0,31.0,35.0,0.3,0.31,42.0,62.0,76.0,79.0,13.0,17.0,39.0,0.73,62.0,92.0
2023-06-23,4.0,6.0,19.0,14.0,19.0,15.0,1.2,0.57,63.0,20.0,81.0,83.0,6.0,72.0,25.0,1.2,63.0,83.0
2021-12-18,17.0,7.0,50.0,66.0,50.0,37.0,0.52,0.81,71.0,46.0,52.0,46.0,17.0,120.0,61.0,1.04,92.0,52.0
2023-02-16,29.0,17.0,64.0,90.0,64.0,51.0,2.32,0.86,101.0,69.0,88.0,68.0,29.0,90.0,66.0,2.32,101.0,88.0
2021-05-30,5.0,4.0,31.0,7.0,31.0,18.0,0.9,0.4,191.0,37.0,92.0,98.0,5.0,10.0,31.0,0.9,191.0,106.0
2023-08-28,4.0,4.0,22.0,8.0,22.0,22.0,0.26,0.22,27.0,14.0,52.0,47.0,9.0,15.0,27.0,1.01,32.0,52.0
2019-05-03,4.0,3.0,52.0,8.0,52.0,47.0,0.84,0.45,49.0,16.0,88.0,90.0,6.0,24.0,67.0,0.84,49.0,115.0
2023-03-08,22.0,24.0,47.0,78.0,47.0,41.0,1.54,1.14,154.0,28.0,78.0,51.0,24.0,129.0,56.0,1.95,154.0,78.0
2023-11-28,6.0,5.0,58.0,26.0,58.0,47.0,1.08,0.53,42.0,21.0,39.0,41.0,6.0,40.0,58.0,1.08,52.0,77.0
2021-04-02,8.0,4.0,33.0,9.0,33.0,32.0,6.84,2.55,101.0,76.0,70.0,89.0,42.0,20.0,52.0,6.84,101.0,91.0
2021-11-04,3.0,6.0,50.0,15.0,50.0,49.0,0.89,0.56,44.0,17.0,54.0,59.0,6.0,22.0,50.0,0.89,44.0,68.0
2021-11-02,31.0,57.0,41.0,9.0,41.0,43.0,0.83,0.79,107.0,37.0,54.0,63.0,57.0,29.0,43.0,1.84,107.0,75.0
2019-05-28,5.0,9.0,38.0,38.0,38.0,46.0,0.99,0.55,62.0,29.0,56.0,63.0,20.0,56.0,46.0,0.99,62.0,69.0
2022-03-06,9.0,4.0,43.0,8.0,43.0,46.0,0.49,0.57,50.0,25.0,56.0,80.0,9.0,23.0,57.0,0.67,62.0,92.0
2022-07-09,1.0,2.0,15.0,6.0,15.0,15.0,0.11,0.58,65.0,33.0,63.0,85.0,4.0,12.0,18.0,0.58,65.0,94.0
2020-05-17,5.0,2.0,25.0,3.0,25.0,12.0,0.73,0.31,31.0,27.0,98.0,109.0,5.0,14.0,25.0,0.73,33.0,126.0
2020-02-02,6.0,9.0,54.0,115.0,54.0,41.0,1.16,1.32,109.0,188.0,22.0,18.0,9.0,208.0,59.0,1.32,188.0,41.0
2021-03-06,3.0,6.0,19.0,2.0,19.0,7.0,0.16,0.3,41.0,29.0,67.0,78.0,6.0,7.0,21.0,0.41,41.0,83.0
2023-04-28,4.0,5.0,19.0,6.0,19.0,19.0,1.13,0.45,60.0,34.0,73.0,68.0,5.0,19.0,28.0,1.13,60.0,75.0
2023-03-14,30.0,16.0,29.0,8.0,29.0,34.0,1.42,0.68,69.0,90.0,90.0,81.0,30.0,14.0,39.0,1.42,90.0,93.0
2020-09-30,8.0,2.0,49.0,20.0,49.0,40.0,1.8,0.77,54.0,32.0,66.0,71.0,13.0,63.0,51.0,1.8,54.0,80.0
2022-12-29,4.0,3.0,56.0,12.0,56.0,42.0,0.29,0.32,29.0,52.0,75.0,45.0,10.0,53.0,63.0,0.61,52.0,75.0
2022-05-07,6.0,3.0,28.0,7.0,28.0,24.0,0.28,0.27,62.0,22.0,70.0,93.0,6.0,24.0,28.0,0.37,62.0,111.0
2023-08-05,6.0,5.0,14.0,8.0,14.0,19.0,0.22,0.44,37.0,40.0,32.0,80.0,23.0,14.0,30.0,1.39,40.0,82.0
2022-04-07,40.0,6.0,49.0,10.0,49.0,29.0,1.37,0.9,125.0,56.0,50.0,69.0,40.0,10.0,49.0,1.37,125.0,85.0
2022-11-14,7.0,3.0,53.0,18.0,53.0,23.0,0.69,0.65,66.0,28.0,74.0,62.0,12.0,63.0,59.0,1.48,66.0,80.0
2019-07-31,6.0,1.0,31.0,51.0,31.0,32.0,1.28,0.55,60.0,45.0,74.0,72.0,6.0,51.0,39.0,1.28,60.0,83.0
2023-11-06,16.0,6.0,41.0,12.0,41.0,42.0,1.51,0.37,38.0,20.0,65.0,67.0,16.0,14.0,42.0,1.51,38.0,84.0
2020-06-30,4.0,6.0,23.0,17.0,23.0,13.0,1.12,0.32,41.0,53.0,69.0,84.0,6.0,54.0,43.0,1.12,56.0,98.0
2019-05-04,10.0,10.0,39.0,13.0,39.0,30.0,4.2,0.4,54.0,24.0,86.0,86.0,10.0,25.0,39.0,4.2,54.0,109.0
2022-06-03,5.0,4.0,37.0,9.0,37.0,23.0,0.25,0.78,51.0,29.0,41.0,77.0,6.0,18.0,55.0,0.78,51.0,87.0
2020-02-16,18.0,5.0,58.0,67.0,58.0,44.0,2.55,1.73,110.0,349.0,46.0,70.0,18.0,102.0,82.0,2.93,349.0,74.0
2021-10-19,12.0,7.0,66.0,100.0,66.0,59.0,2.16,1.27,170.0,52.0,44.0,46.0,12.0,100.0,79.0,2.16,170.0,51.0
2023-07-13,1.0,5.0,28.0,5.0,28.0,16.0,0.55,0.33,102.0,18.0,74.0,72.0,5.0,14.0,34.0,0.68,102.0,74.0
2023-05-22,15.0,5.0,47.0,15.0,47.0,41.0,1.39,0.53,48.0,52.0,92.0,96.0,15.0,18.0,47.0,1.39,55.0,115.0
2022-04-05,17.0,6.0,56.0,74.0,56.0,55.0,0.34,0.5,76.0,32.0,66.0,102.0,17.0,74.0,64.0,0.75,78.0,127.0
2023-04-22,4.0,5.0,21.0,9.0,21.0,20.0,1.99,0.65,41.0,26.0,99.0,93.0,5.0,12.0,35.0,1.99,41.0,100.0
2022-12-17,6.0,6.0,44.0,57.0,44.0,33.0,0.49,0.67,57.0,50.0,60.0,46.0,6.0,149.0,59.0,1.01,65.0,60.0
2023-05-20,7.0,9.0,19.0,7.0,19.0,23.0,1.01,0.43,59.0,40.0,100.0,109.0,9.0,7.0,31.0,1.01,59.0,122.0
2021-03-30,18.0,6.0,81.0,60.0,81.0,66.0,1.84,0.87,206.0,304.0,61.0,83.0,18.0,102.0,82.0,1.84,371.0,83.0
2019-12-26,6.0,7.0,61.0,82.0,61.0,52.0,0.58,0.65,72.0,49.0,66.0,58.0,11.0,181.0,84.0,1.2,72.0,80.0
2020-11-01,29.0,8.0,42.0,39.0,42.0,41.0,0.94,0.48,144.0,319.0,29.0,27.0,29.0,68.0,47.0,0.98,319.0,34.0
2019-07-21,2.0,2.0,20.0,14.0,20.0,23.0,0.91,0.39,23.0,27.0,46.0,51.0,3.0,16.0,23.0,0.91,39.0,51.0
2023-12-21,7.0,6.0,35.0,20.0,35.0,43.0,0.55,0.68,79.0,46.0,51.0,55.0,7.0,20.0,43.0,0.68,79.0,96.0
2023-08-26,4.0,4.0,20.0,3.0,20.0,19.0,0.59,0.43,51.0,19.0,70.0,72.0,6.0,7.0,20.0,0.76,51.0,72.0
2022-07-07,3.0,1.0,36.0,8.0,36.0,20.0,0.33,0.57,61.0,36.0,65.0,80.0,4.0,23.0,37.0,0.57,61.0,89.0
2020-06-15,24.0,4.0,22.0,20.0,22.0,25.0,0.91,0.45,33.0,27.0,63.0,70.0,28.0,20.0,33.0,0.91,33.0,80.0
2022-01-01,30.0,7.0,75.0,108.0,75.0,73.0,1.47,1.26,149.0,69.0,58.0,41.0,59.0,155.0,75.0,1.47,149.0,62.0
2022-03-31,9.0,3.0,55.0,30.0,55.0,61.0,0.25,0.76,52.0,35.0,66.0,96.0,9.0,39.0,62.0,0.76,52.0,124.0
2020-10-13,5.0,10.0,39.0,11.0,39.0,58.0,2.24,0.54,47.0,30.0,61.0,68.0,10.0,29.0,59.0,2.24,47.0,77.0
2020-07-17,3.0,2.0,15.0,8.0,15.0,5.0,0.22,0.19,23.0,38.0,58.0,62.0,3.0,8.0,16.0,0.31,38.0,78.0
2020-12-26,5.0,5.0,55.0,38.0,55.0,43.0,0.39,0.69,59.0,34.0,57.0,59.0,5.0,72.0,65.0,0.87,65.0,68.0
2023-11-01,20.0,7.0,48.0,5.0,48.0,23.0,0.51,0.28,99.0,35.0,67.0,84.0,20.0,25.0,50.0,0.59,99.0,85.0
2022-03-01,27.0,2.0,50.0,27.0,50.0,41.0,0.47,0.69,74.0,361.0,41.0,51.0,27.0,54.0,63.0,0.73,361.0,61.0
2023-10-26,21.0,4.0,45.0,12.0,45.0,47.0,2.87,0.6,60.0,132.0,56.0,72.0,21.0,20.0,48.0,2.87,132.0,94.0
2021-04-23,14.0,4.0,92.0,41.0,92.0,51.0,2.64,0.4,161.0,48.0,54.0,76.0,14.0,109.0,97.0,2.64,161.0,76.0
2019-12-03,8.0,2.0,77.0,75.0,77.0,51.0,0.94,0.65,46.0,32.0,63.0,65.0,8.0,167.0,83.0,0.94,81.0,82.0
2023-03-24,18.0,17.0,47.0,31.0,47.0,46.0,1.41,0.48,63.0,82.0,95.0,84.0,22.0,35.0,50.0,1.41,82.0,95.0
2021-05-25,8.0,5.0,44.0,14.0,44.0,40.0,0.29,0.43,77.0,75.0,62.0,78.0,9.0,19.0,45.0,0.54,77.0,78.0
2023-06-06,12.0,3.0,30.0,10.0,30.0,30.0,1.18,0.45,130.0,35.0,103.0,110.0,12.0,31.0,42.0,1.18,130.0,112.0
2020-11-28,16.0,10.0,32.0,57.0,32.0,52.0,0.52,0.46,57.0,122.0,46.0,49.0,16.0,72.0,59.0,0.9,159.0,50.0
2020-03-21,4.0,4.0,26.0,29.0,26.0,48.0,0.56,1.35,69.0,100.0,66.0,76.0,26.0,39.0,48.0,1.35,107.0,97.0
2021-03-21,27.0,15.0,42.0,11.0,42.0,31.0,1.26,0.51,57.0,28.0,72.0,91.0,27.0,14.0,42.0,1.26,57.0,92.0
2023-10-21,20.0,4.0,26.0,4.0,26.0,27.0,0.83,0.25,57.0,69.0,75.0,84.0,20.0,11.0,48.0,0.86,69.0,84.0
2023-10-16,14.0,6.0,31.0,66.0,31.0,32.0,0.35,0.32,57.0,50.0,44.0,55.0,14.0,95.0,50.0,0.69,57.0,55.0
2022-02-04,30.0,4.0,49.0,77.0,49.0,56.0,1.88,0.84,136.0,70.0,65.0,78.0,30.0,77.0,56.0,1.88,136.0,92.0
2022-09-07,10.0,3.0,34.0,10.0,34.0,30.0,0.42,0.45,49.0,66.0,78.0,73.0,15.0,27.0,36.0,0.64,66.0,78.0
2019-02-24,22.0,12.0,52.0,35.0,52.0,52.0,2.91,0.79,76.0,100.0,79.0,70.0,22.0,94.0,77.0,2.91,100.0,83.0
2020-01-27,12.0,9.0,50.0,53.0,50.0,47.0,1.18,1.06,35.0,85.0,54.0,56.0,12.0,62.0,65.0,1.18,85.0,81.0
2023-03-06,17.0,13.0,41.0,84.0,41.0,53.0,1.71,0.66,91.0,48.0,83.0,76.0,17.0,137.0,68.0,1.71,91.0,83.0
2019-07-06,3.0,2.0,16.0,5.0,16.0,12.0,0.26,0.36,45.0,27.0,63.0,68.0,7.0,25.0,54.0,0.49,45.0,76.0
2023-11-02,9.0,4.0,22.0,6.0,22.0,20.0,0.54,0.23,48.0,24.0,71.0,92.0,9.0,6.0,25.0,0.54,48.0,92.0
2023-07-05,5.0,4.0,27.0,7.0,27.0,22.0,2.07,1.43,47.0,24.0,63.5,50.0,5.0,14.0,27.0,2.07,47.0,54.0
2023-05-13,6.0,7.0,18.0,6.0,18.0,22.0,0.7,0.47,48.0,36.0,85.0,92.0,7.0,7.0,28.0,0.77,48.0,101.0
2019-07-05,3.0,1.0,41.0,8.0,41.0,26.0,2.28,0.68,56.0,44.0,79.0,91.0,21.0,43.0,46.0,2.28,62.0,95.0
2020-09-16,2.0,2.0,24.0,10.0,24.0,32.0,0.97,0.31,35.0,58.0,75.0,81.0,2.0,25.0,37.0,0.97,58.0,99.0
2020-09-29,8.0,2.0,33.0,41.0,33.0,40.0,4.82,0.26,39.0,31.0,73.0,73.0,8.0,139.0,52.0,4.82,39.0,84.0
2023-03-02,8.0,12.0,55.0,33.0,55.0,54.0,0.97,0.66,68.0,37.0,78.0,81.0,12.0,34.0,68.0,0.97,68.0,87.0
2020-05-02,3.0,6.0,17.0,21.0,17.0,29.5,0.38,0.34,40.0,55.0,49.0,57.0,6.0,15.0,18.0,0.62,55.0,73.0
2020-05-13,3.0,2.0,30.0,7.0,30.0,16.0,0.88,0.31,28.0,16.0,64.0,63.0,5.0,15.0,30.0,0.88,30.0,80.0
2022-11-04,25.0,2.0,52.0,14.0,52.0,36.0,4.15,0.8,94.0,54.0,77.0,65.0,25.0,43.0,64.0,4.15,94.0,77.0
2020-08-30,2.0,2.0,31.0,5.0,31.0,26.0,0.95,0.23,22.0,23.0,59.0,65.0,2.0,19.0,34.0,0.95,36.0,76.0
2020-03-10,16.0,2.0,69.0,63.0,69.0,50.0,0.8,0.57,105.0,80.0,62.0,77.0,16.0,82.0,79.0,0.87,105.0,88.0
2023-06-27,2.0,5.0,11.0,4.0,11.0,7.0,0.38,0.31,25.0,21.0,78.0,77.0,5.0,4.0,11.0,0.48,33.0,79.0
2022-07-06,2.0,1.0,10.0,9.0,10.0,13.0,0.1,0.57,36.0,35.0,67.0,81.0,4.0,12.0,17.0,0.57,47.0,90.0
2020-10-11,6.0,7.0,21.0,7.0,21.0,26.0,0.95,0.21,28.0,27.0,69.0,70.0,12.0,8.0,37.0,0.95,37.0,83.0
2023-06-03,7.0,6.0,33.0,10.0,33.0,29.0,0.74,0.75,89.0,116.0,111.0,117.0,7.0,18.0,33.0,0.87,116.0,136.0
2020-12-03,18.0,11.0,44.0,34.0,44.0,51.0,0.83,0.65,78.0,21.0,61.0,69.0,18.0,34.0,51.0,0.83,78.0,77.0
2020-03-17,2.0,3.0,45.0,5.0,45.0,27.0,1.23,0.3,44.0,29.0,60.0,75.0,4.0,30.0,47.0,1.23,44.0,93.0
2020-09-20,3.0,3.0,25.0,9.0,25.0,20.0,1.16,0.32,36.0,36.0,76.0,72.0,5.0,12.0,47.0,1.16,40.0,94.0
2023-04-17,5.0,5.0,38.0,36.0,38.0,44.0,1.62,0.45,126.0,29.0,108.0,108.0,6.0,97.0,54.0,1.62,126.0,118.0
2023-05-12,4.0,6.0,52.0,7.0,52.0,39.0,0.79,0.48,30.0,37.0,85.0,85.0,6.0,19.0,52.0,0.79,37.0,95.0
2019-07-24,4.0,2.0,31.0,10.0,31.0,22.0,0.4,0.68,47.0,45.0,79.0,88.0,5.0,28.0,34.0,0.86,48.0,88.0
2023-02-11,33.0,8.0,59.0,38.0,59.0,46.0,1.52,0.81,83.0,64.0,81.0,65.0,33.0,92.0,73.0,1.52,83.0,105.0
2020-05-31,3.0,2.0,27.0,5.0,27.0,20.0,0.68,0.62,54.0,47.0,73.0,84.0,3.0,7.0,29.0,0.81,56.0,96.0
2021-12-30,18.0,6.0,52.0,97.0,52.0,40.0,0.6,0.97,118.0,63.0,36.0,29.0,18.0,181.0,72.0,1.03,118.0,36.0
2021-05-09,15.0,2.0,33.0,8.0,33.0,25.0,1.5,0.51,88.0,71.0,61.0,78.0,31.0,16.0,40.0,1.5,88.0,78.0
2020-06-19,2.0,7.0,29.0,9.0,29.0,21.0,0.78,0.29,53.0,23.0,61.0,63.0,7.0,30.0,34.0,0.78,53.0,82.0
2019-01-19,14.0,3.0,69.0,35.0,69.0,42.0,5.04,0.52,45.0,19.0,78.0,47.0,14.0,81.0,71.0,5.04,45.0,78.0
2020-09-04,4.0,3.0,41.0,33.0,41.0,51.0,1.88,0.55,128.0,37.0,76.0,88.0,4.0,96.0,51.0,1.88,128.0,98.0
2022-07-24,4.0,6.0,21.0,9.2,21.0,14.0,0.63,0.63,72.0,53.0,56.0,75.0,36.0,13.0,39.0,1.21,72.0,87.0
2023-07-01,11.0,9.0,23.0,4.0,23.0,15.0,1.13,0.8,54.0,69.0,67.0,73.0,19.0,8.0,26.0,1.13,69.0,77.0
2022-10-26,17.0,3.0,58.0,44.0,58.0,45.0,2.32,0.82,142.0,50.0,75.0,69.0,17.0,151.0,80.0,2.32,142.0,75.0
2022-05-20,4.0,5.0,27.0,12.0,27.0,37.0,0.14,0.68,48.0,44.0,41.0,71.0,5.0,13.0,38.0,0.8,54.0,75.0
2021-05-29,4.0,3.0,16.0,5.0,16.0,23.0,0.19,0.29,42.0,32.0,70.0,76.0,26.0,12.0,36.0,1.41,44.0,78.0
2019-09-05,3.0,3.0,32.0,8.0,32.0,28.0,1.6,0.5,43.0,44.0,68.0,56.0,4.0,34.0,42.0,1.6,47.0,68.0
2019-04-11,6.0,11.0,70.0,42.0,70.0,64.0,0.84,0.54,47.0,38.0,66.0,68.0,18.0,59.0,79.0,0.88,52.0,81.0
2022-08-11,2.0,2.0,38.0,9.0,38.0,30.0,0.58,0.49,86.0,62.0,107.0,100.0,21.0,40.0,44.0,1.23,102.0,119.0
2022-07-18,2.0,2.0,49.0,8.0,49.0,30.0,2.59,1.0,107.0,54.0,68.0,100.0,49.0,32.0,65.0,2.65,107.0,100.0
2020-07-05,12.0,1.0,29.0,5.0,29.0,9.0,1.37,0.43,66.0,37.0,57.0,78.0,12.0,13.0,29.0,1.37,66.0,90.0
2021-04-08,14.0,8.0,53.0,44.0,53.0,51.0,0.7,0.62,94.0,46.0,70.0,94.0,31.0,110.0,78.0,1.47,94.0,94.0
2019-10-18,5.0,3.0,52.0,17.0,52.0,48.0,1.05,0.68,55.0,80.0,50.0,57.0,6.0,105.0,100.0,1.05,123.0,59.0
2022-02-22,26.0,2.0,54.0,98.0,54.0,39.0,0.53,0.53,105.0,138.0,56.0,73.0,26.0,98.0,63.0,0.65,138.0,82.0
2020-04-21,2.0,2.0,22.0,5.0,22.0,28.0,0.39,0.3,37.0,48.0,76.0,89.0,2.0,8.0,32.0,1.11,48.0,107.0
2023-10-01,55.0,3.0,39.0,7.0,39.0,20.0,3.25,0.38,103.0,36.0,77.0,91.0,55.0,22.0,39.0,3.25,103.0,91.0
2020-08-01,3.0,1.0,17.0,6.0,17.0,46.0,0.88,0.7,34.0,37.0,43.0,43.0,3.0,13.0,46.0,0.88,45.0,56.0
2019-12-10,46.0,3.0,54.0,112.0,54.0,40.0,5.53,0.91,67.0,59.0,10.0,3.0,46.0,128.0,57.0,5.53,67.0,36.0
2022-02-24,9.0,10.0,43.0,20.0,43.0,55.0,0.3,0.65,67.0,102.0,67.0,80.0,12.0,28.0,58.0,0.65,102.0,94.0
2019-03-12,17.0,18.0,31.0,98.0,31.0,49.0,5.87,0.93,56.0,43.0,74.0,70.0,40.0,192.0,80.0,5.87,56.0,88.0
2023-12-30,15.0,11.0,42.0,53.0,42.0,37.0,0.52,0.66,67.0,85.0,57.0,49.0,15.0,101.0,56.0,0.66,108.0,108.0
2020-12-28,16.0,8.0,28.0,12.0,28.0,36.0,0.9,0.46,38.0,19.0,59.0,75.0,16.0,14.0,40.0,0.9,38.0,82.0
2020-12-11,13.0,9.0,50.0,42.0,50.0,57.0,0.88,1.1,75.0,45.0,57.0,64.0,13.0,81.0,66.0,1.1,75.0,69.0
2019-01-01,7.0,5.0,35.0,43.0,35.0,23.0,0.93,0.69,39.0,45.0,57.0,50.0,9.0,126.0,43.0,0.93,52.0,62.0
2019-10-29,9.0,3.0,58.0,96.0,58.0,51.0,2.81,0.8,115.0,44.0,65.0,65.0,11.0,101.0,75.0,2.81,115.0,66.0
2020-07-07,3.0,2.0,18.0,7.0,18.0,7.0,0.27,0.23,39.0,44.0,57.0,69.0,3.0,9.0,18.0,0.3,44.0,87.0
2019-08-19,4.0,3.0,34.0,19.0,34.0,40.0,0.98,0.4,32.0,47.0,65.0,63.0,8.0,36.0,43.0,0.98,47.0,74.0
2023-03-26,44.0,20.0,28.0,3.0,28.0,17.0,1.79,0.47,74.0,43.0,95.0,84.0,44.0,15.0,32.0,1.79,74.0,97.0
2022-01-04,24.0,3.0,36.0,9.0,36.0,51.0,2.23,0.8,335.0,69.0,76.0,76.0,24.0,27.0,51.0,2.23,335.0,89.0
2021-11-12,14.0,7.0,65.0,36.0,65.0,51.0,0.59,1.38,80.0,52.0,44.0,61.0,14.0,69.0,71.0,1.38,80.0,70.0
2020-02-10,6.0,4.0,53.0,58.0,53.0,37.0,0.57,0.73,83.0,424.0,47.0,59.0,21.0,116.0,72.0,0.92,424.0,65.0
2020-04-13,4.0,3.0,23.0,4.0,23.0,23.0,1.3,0.6,32.0,33.0,75.0,86.0,10.0,8.0,23.0,1.3,33.0,100.0
2019-02-03,11.0,4.0,72.0,43.0,72.0,55.0,1.07,0.75,33.0,29.0,76.0,63.0,11.0,56.0,74.0,1.07,51.0,83.0
2019-04-22,8.0,4.0,45.0,40.0,45.0,58.0,1.12,0.54,66.0,43.0,96.0,93.0,12.0,40.0,62.0,1.12,66.0,113.0
2020-01-16,11.0,4.0,51.0,82.0,51.0,50.0,1.51,0.69,150.0,115.0,57.0,55.0,11.0,174.0,61.0,1.51,150.0,77.0
2021-03-04,11.0,6.0,39.0,86.0,39.0,34.0,0.3,0.76,101.0,74.0,62.0,77.0,11.0,147.0,47.0,0.76,101.0,84.0
2019-06-30,3.0,2.0,7.0,7.0,7.0,10.0,0.28,0.28,25.0,28.0,47.0,52.0,4.0,12.0,14.0,0.41,30.0,57.0
2023-01-20,6.0,13.0,65.0,46.0,65.0,54.0,0.41,0.31,34.0,34.0,81.0,82.0,13.0,78.0,77.0,0.47,34.0,82.0
2019-05-26,4.0,6.0,17.0,10.0,17.0,21.0,0.8,0.69,34.0,20.0,58.0,57.0,8.0,13.0,25.0,0.8,34.0,64.0
2020-07-29,3.0,1.0,14.0,7.0,14.0,16.0,0.87,0.57,25.0,24.0,48.0,50.0,3.0,8.0,18.0,0.87,30.0,72.0
2023-07-24,9.0,7.0,13.0,5.0,13.0,20.0,0.92,0.71,55.0,43.0,64.0,73.0,22.0,14.0,40.0,1.83,55.0,73.0
2022-12-15,7.0,4.0,59.0,76.0,59.0,50.0,7.77,0.63,75.0,38.0,54.0,44.0,9.0,105.0,79.0,7.77,75.0,58.0
2020-01-03,18.0,6.0,58.0,74.0,58.0,52.0,2.38,1.26,72.0,50.0,32.0,19.0,18.0,164.0,77.0,2.38,72.0,40.0
2020-04-23,2.0,2.0,25.0,3.0,25.0,25.0,0.86,0.32,42.0,31.0,78.0,84.0,2.0,47.0,45.0,0.86,54.0,103.0
2020-10-25,9.0,9.0,23.0,4.0,23.0,17.0,0.64,0.17,37.0,79.0,70.0,64.0,9.0,14.0,23.0,0.69,79.0,70.0
2023-10-10,57.0,7.0,51.0,67.0,51.0,41.0,0.45,0.44,129.0,47.0,88.0,90.0,57.0,99.0,71.0,0.7,129.0,94.0
2021-12-21,13.0,9.0,109.0,202.0,109.0,73.0,0.73,1.23,129.0,106.0,35.0,15.0,14.0,349.0,109.0,1.75,129.0,41.0
2022-04-24,18.0,4.0,25.0,4.0,25.0,23.0,0.99,0.41,46.0,29.0,61.0,96.0,18.0,4.0,35.0,0.99,46.0,114.0
2019-03-22,21.0,10.0,60.0,66.0,60.0,59.0,3.21,0.72,87.0,58.0,83.0,96.0,21.0,78.0,101.0,3.21,87.0,107.0
2022-07-15,1.0,3.0,18.0,7.0,18.0,12.0,0.11,0.76,63.0,48.0,71.0,102.0,6.0,22.0,45.0,0.76,72.0,114.0
2023-02-24,13.0,13.0,45.0,29.0,45.0,49.0,0.82,0.59,26.0,23.0,74.0,58.0,15.0,29.0,55.0,1.46,41.0,77.0
2020-08-04,2.0,4.0,35.0,9.0,35.0,31.0,0.69,0.43,62.0,52.0,58.0,60.0,4.0,25.0,35.0,0.8,62.0,74.0
2023-07-16,7.0,10.0,23.0,4.0,23.0,15.0,1.25,0.58,54.0,45.0,73.0,72.0,22.0,9.0,23.0,1.71,55.0,77.0
2023-09-29,7.0,3.0,36.0,28.0,36.0,26.0,0.21,0.29,59.0,41.0,69.0,83.0,7.0,65.0,36.0,0.78,59.0,83.0
2022-09-05,17.0,8.0,44.0,23.0,44.0,31.0,1.53,0.63,141.0,52.0,94.0,87.0,17.0,31.0,44.0,1.53,141.0,94.0
2019-09-14,4.0,1.0,21.0,8.0,21.0,24.0,0.95,0.53,31.0,38.0,89.0,77.0,5.0,12.0,31.0,0.95,42.0,89.0
2022-10-02,8.0,1.5,23.0,4.5,23.0,14.0,0.41,0.41,46.0,46.0,80.0,65.0,8.0,12.0,23.0,0.53,54.0,80.0
2023-02-26,5.0,13.0,57.0,2.0,57.0,11.0,0.37,0.3,30.0,23.0,84.0,80.0,13.0,4.0,57.0,0.82,38.0,89.0
2023-07-30,8.0,7.0,9.0,6.0,9.0,11.0,0.74,0.38,25.0,22.0,67.0,74.0,8.0,10.0,15.0,0.74,38.0,77.0
2019-09-24,4.0,2.0,28.0,24.0,28.0,24.0,4.17,0.6,45.0,42.0,69.0,60.0,45.0,63.0,40.0,4.17,45.0,69.0
2019-10-25,6.0,5.0,35.0,97.0,35.0,39.0,0.81,1.44,50.0,35.0,60.0,63.0,6.0,97.0,46.0,1.44,50.0,63.0
2023-05-06,14.0,5.0,41.0,3.0,41.0,20.0,2.36,0.49,122.0,18.0,97.0,98.0,14.0,13.0,41.0,2.36,122.0,109.0
2020-03-03,25.0,2.0,31.0,12.0,31.0,47.0,0.92,0.5,54.0,80.0,55.0,67.0,27.0,18.0,57.0,1.19,80.0,94.0
2021-04-06,2.0,7.0,35.0,5.0,35.0,21.0,0.15,0.36,41.0,25.0,84.0,99.0,7.0,10.0,58.0,0.39,41.0,104.0
2019-11-11,3.0,3.0,50.0,30.0,50.0,64.0,0.93,0.78,51.0,74.0,53.0,71.0,7.0,41.0,69.0,0.93,74.0,76.0
2021-01-10,3.0,28.0,18.0,3.0,18.0,14.0,0.32,0.37,40.0,24.0,67.0,77.0,28.0,12.0,27.0,0.51,40.0,81.0
2023-07-23,9.0,6.0,16.0,5.0,16.0,20.0,0.56,0.76,39.0,39.0,59.0,66.0,9.0,16.0,20.0,0.95,40.0,70.0
2019-06-29,4.0,2.0,28.0,6.0,28.0,25.0,0.87,0.57,42.0,38.0,61.0,65.0,18.0,17.0,37.0,1.04,54.0,71.0
